0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
229.98,0.288788,66.41546423999999,Normal
234.19629999999998,0.288788,67.63308108439999,Normal
231.1299,0.288788,66.7475415612,Normal
236.1128,0.288788,68.1865432864,Normal
233.4297,0.288788,67.4116962036,Normal
230.36329999999998,0.288788,66.52615668039999,Normal
235.72949999999997,0.288788,68.075850846,Normal
233.04639999999998,0.288788,67.30100376319999,Normal
229.98,0.288788,66.41546423999999,Normal
235.34619999999998,0.288788,67.9651584056,Normal
